,SMILES,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea
3407,COc1ccc(CCc2nc(C)c(O)c(-c3nn[nH]n3)c2C(=O)O)cc1,2.24,355.348,8,3,6,0.77,134.1
919,Cc1nc(S(=O)(=O)NCc2c3c(nn2C)CCC3)cn1C,1.009,309.387,4,1,4,1.01,90.19
1440,CN1C(=O)C(O)(C2OC(C)(C)CCC2=O)c2ccccc21,0.76,289.326,4,1,1,0.622,66.84
2821,COc1ccc(Br)cc1CNC(=O)C(C)n1nc(C)n2c(cc3occc32)c1=O,3.129,459.293,4,1,5,3.129,89.07
2657,COc1cc(OC)c(CC2C(=O)N(c3ccccc3)c3ccccc32)c(OC)c1,4.503,389.444,4,0,6,4.503,48.0
2466,CC1=NN(c2ccc3nncn3n2)C(=N)C1C(O)C(F)(F)F,0.453,313.239,6,2,3,0.452,102.76
2253,CCC(=O)CC(=O)Nc1cccc(Cl)c1Cl,2.857,260.117,2,1,4,3.345,46.17
2376,Cn1c(=O)c2c(nc(N3CCCCC3)n2CC/N=C2\CCCN2)n(C)c1=O,1.229,373.453,4,1,4,1.155,86.07
808,O=C(Cc1c(F)cccc1Cl)N1CCc2n[nH]c(=O)n2CC1,1.317,324.738,3,1,2,1.317,65.0
1510,CCCc1nnc(-c2cc3ccccc3n2Cc2ccccc2)o1,4.887,317.384,2,0,5,4.887,43.85
656,O=C(CCCCCNc1ncccn1)Nc1nc[nH]n1,0.78,275.31,5,3,8,0.824,108.48
1921,Cc1cc(N2C(=O)CC(SCCN)C2=O)no1,-0.2,255.294,5,1,4,-1.196,114.73
1442,CCC(NC(=O)CCCc1ccc(Cl)cc1)c1ncnn1CC,3.749,334.844,3,1,8,3.749,59.81
3303,Cc1csc(N2N=C(c3ccccc3)CC2c2ccccc2C)n1,4.947,333.45,2,0,3,4.944,56.73
858,CCC(=O)c1ccc(CCCCCC(=O)O)s1,3.549,254.345,3,1,8,2.095,82.61
1803,CC(NS(C)(=O)=O)c1nnc(N2CC3(CCC3)c3ccccc32)n1C,2.045,361.462,4,1,4,2.045,88.5
2499,O=c1ccc(Br)cn1Cc1ccccc1Oc1ccccc1,3.478,356.213,2,0,4,3.478,29.54
2843,O=C(Cn1ccccc1=O)N1C[C@@H]2CC[C@H](C1)N(Cc1cscn1)C2=O,-0.73,372.441,4,0,4,-0.723,102.05
2533,Cc1cccc2c(=O)n(CC(=O)NCC3CC4c5ccccc5C3c3ccccc34)cnc12,4.035,435.517,3,1,4,4.035,61.77
844,CCOc1ccccc1NC(=O)c1cc2cc(C)ccc2[nH]1,4.018,294.348,2,2,4,4.018,54.12
833,CCn1c(=O)n(CC)c2cc(NC(=O)CCN3Cc4ccccc4C3=O)ccc21,1.854,392.451,3,1,6,1.854,72.96
1614,COc1cc(=O)[nH]cc1C(=O)N[C@@H]1CCO[C@H]1c1c(C)nn(C)c1C,-0.999,346.381,5,2,4,-0.987,94.48
213,O=C(NCC1COc2ccccc2O1)c1c(-c2cncnc2)cc(=O)n2c1CCCC2,1.295,418.445,6,1,4,1.295,93.65
3067,COc1ccc(/N=c2\[nH]nc3nc(C)cc(C)n23)cc1,2.147,269.302,4,1,2,2.146,61.58
131,Cc1cccc(C2NCCc3c2[nH]c2ccccc32)c1,4.019,262.349,1,2,1,3.944,27.82
439,COC(=O)CC1C(=O)NCCN1S(=O)(=O)c1ccc(F)c(Cl)c1,0.785,364.777,5,1,5,0.785,101.16
2974,CCOC(=O)C1CCN(C(=O)CCC(=O)N2CCCn3nc(-c4cn(C)c5ccccc45)cc32)CC1,2.563,491.582,5,0,7,2.56,89.67
2421,Cn1cc(S(=O)(=O)N2CCc3sccc3C2c2cccs2)c(=O)n(C)c1=O,1.005,423.53,4,0,3,1.005,142.85
1609,O=C(c1ccccc1)c1cc2occ(-c3ccccc3)c2cc1O,4.814,314.334,2,1,3,4.813,50.44
853,Cc1nc2sc(C(=O)NC(C)(C)C)c(N)c2c(C)c1C,2.679,291.412,2,2,2,2.7,96.24
448,Clc1cccc(C(c2ccccc2)N2CCN(c3nn4nnnc4c4ccccc34)CC2)c1,4.58,455.942,5,0,4,4.58,62.45
3341,CCc1cc2c3c([nH]c2cc1S(=O)(=O)Nc1ccc2c(c1)OCCO2)CC(C)(C)CC3=O,4.188,454.539,5,2,4,4.291,105.87
2802,Cc1cc(C)c2c(n1)nn1c(-n3ccnc3)cc(C)nc21,1.745,278.312,4,0,1,2.179,60.9
3189,O=C(O)C[C@@H](Cc1cc(F)c(F)cc1F)NC(=O)Nc1ccc(I)cc1,3.804,478.204,3,3,6,2.34,78.42
3216,Brc1ccc(OCCn2cc(/C=N/n3cnnc3)c3ccccc32)cc1,3.925,410.267,4,0,6,3.925,57.23
1727,CS(=O)(=O)NCCOc1ccccc1-c1ccccc1,2.315,291.365,3,1,6,2.32,63.78
103,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@]31C[C@H](C)N(Cc1ccc(Br)cc1)C2,4.151,456.372,4,1,3,4.151,41.93
523,O=c1c2ccc(F)cc2ncn1C/C=C/c1ccccc1,3.213,280.296,2,0,3,3.213,32.67
1102,O=c1c2c3c(sc2ncn1Cc1ccc2c(c1)OCO2)CNCC3,1.784,341.384,5,1,2,1.783,91.4
1821,CN(C)S(=O)(=O)CCc1cn([C@@H]2CCc3c(F)cccc32)nn1,1.948,338.4,4,0,5,1.948,76.47
1415,Cc1nn(-c2cccc(Cl)c2)c(Cl)c1CN1CCn2c(n[nH]c2=O)C1,2.456,379.244,4,1,3,2.455,65.76
165,CN(C)S(=O)(=O)c1cc(C(=O)NCC(c2ccccc2)N2CCOCC2)c(Cl)cc1Cl,2.922,486.412,5,1,7,2.922,87.33
2985,Cc1[nH]c2cccc3c2c1CCN1C(=O)OC2(CC(C)(C)NC(C)(C)C2)C31C,2.968,381.511,3,2,0,1.747,57.36
907,Cc1nn(C)c2ncnc(NCc3cc4ccccc4[nH]3)c12,2.685,292.338,3,2,3,2.685,71.42
2397,N=c1n(CCN2CCCCC2)c2ccccc2n1CC(O)COc1ccccc1,3.336,394.51,4,2,8,2.026,63.03
3456,Cc1cc(Cl)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2Cc2cc(N)nc(Cl)c2)c1,4.232,447.314,4,2,5,4.232,105.39
2419,O=c1c2c(Cl)cccc2nc([C@@H]2CCCN2)n1-c1ccccc1,3.342,325.792,3,1,2,2.119,44.7
1860,CCCc1nc(N(C)Cc2cc(-c3ccccc3)n[nH]2)c2cnn(C)c2n1,3.932,361.444,4,1,6,3.933,75.52
2594,Cc1cccc(-c2noc(-c3cn(CC(=O)Nc4cccc(C)c4C)c4nc(C)ccc4c3=O)n2)c1,4.608,479.53,5,1,5,4.608,101.22
1741,COc1cc(OC)cc(-c2nnc(SCC(=O)NC3CC4CCC3C4)[nH]2)c1,2.831,388.484,6,2,7,2.831,114.43
395,Nc1ccc(C(=O)OCc2nc3c(ccc4ccccc43)[nH]2)cc1,3.139,317.341,3,2,4,3.139,81.0
625,Cc1cc(C)c(NC(=O)NCc2ccc3nnn(C4CCC(=O)NC4=O)c(=O)c3c2)c(Br)c1,3.487,513.344,6,3,4,3.583,132.32
695,O=C(O)c1sc(C(=O)O)c(OCCO)c1OCCO,0.222,292.262,8,4,8,-2.459,161.76
947,COC(=O)C12CC(CCC(C)=O)C(=O)N1CCc1c2n(C(=O)OC(C)(C)C)c2ccccc12,3.645,454.516,6,0,7,3.645,94.91
761,COc1ccc(C(N)=O)cc1NC1C2CCOC2C12CCC2,1.468,302.368,3,2,4,1.467,73.58
2311,COc1cc(C2NCc3ccccc3-n3cccc32)ccc1O,3.535,306.358,3,2,2,3.493,46.42
1383,CC(C)[C@@H](Oc1ccc(NC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,0.309,520.501,7,3,10,0.395,134.32
2228,Cn1cc(-c2noc(-c3n[nH]c4ccccc34)n2)ccc1=O,1.229,293.28,4,1,2,1.229,87.91
3393,O=C(NC1CCCCC1)c1nnn(-c2ccccc2Cl)c1-c1cccnc1,4.407,381.859,4,1,4,4.431,72.7
1401,CC(C)(C)C(=O)N1CCC(C(=O)OCc2ccc(C(N)=O)cc2)CC1,2.039,346.421,4,1,6,2.039,89.7
645,COc1ccc(C2=C(c3ccc(F)cc3F)c3ccc(OCCCN4CCN(S(C)(=O)=O)CC4)cc3C2=O)cn1,3.804,569.619,7,0,9,3.733,97.42
3236,CCc1[nH]c(C(=O)Nc2cc(S(=O)(=O)N3CCCC3)ccc2O)c(C)c1C(=O)OC,2.489,435.494,6,3,7,2.207,137.18
2663,O=S(=O)(c1c[nH]c2ncc(Cl)cc12)N1CCn2ncnc2C1,0.514,338.773,5,1,2,0.493,105.15
3418,Cc1ccc(NCc2nc3n(n2)CCCCC3)c(C)c1,3.477,270.373,2,1,3,3.476,42.74
1882,O=C(CC1c2ccccc2Oc2ccccc21)N1CCCC1c1nc(-c2ccncc2)n[nH]1,3.351,437.493,5,1,4,3.355,84.0
771,CCc1ccc(S(=O)(=O)C2CS(=O)(=O)CC2NCc2ccccc2C)cc1,3.444,407.547,5,1,6,3.42,97.07
3139,CC1CC(C)C(C(=O)NCC(Nc2ccccc2)C(C)C)O1,3.081,304.427,2,2,6,3.06,50.36
51,CN(C)S(=O)(=O)c1ccc(Br)c2ccccc12,2.603,314.198,2,0,2,2.603,45.76
2728,Fc1cc(F)cc(-c2cncc(COc3ccccc3)c2)c1,4.175,297.299,2,0,4,4.177,22.12
1375,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CN(C(=O)OC(C)(C)C)CCO1,5.087,563.416,7,1,8,5.087,95.04
1121,CCC(=O)N1CCN(c2cc(-n3cnc(C)c3C)nc(C)n2)CC1,1.228,328.412,4,0,3,1.558,67.15
3180,COC(=O)C1(C(=O)OC)C(CC(=O)c2ccc(C)cc2)c2cc(N(C)C)ccc2C(c2ccccc2)N1S(=O)(=O)c1ccc(C)cc1,6.349,654.772,7,0,11,6.349,118.66
1035,Cc1cc(S(=O)(=O)Nc2ccc(=O)n(C)n2)sc1C,1.027,299.369,4,1,3,1.043,115.45
2451,O=C(O)c1cccc(NC(=O)c2cc(S(=O)(=O)Nc3ccc(Br)cc3)ccc2Cl)c1,4.145,509.758,5,3,6,2.68,120.95
2286,Cc1ccc(S(=O)(=O)n2cc(-c3cc(Cl)c(O)c(Cl)c3)c3c(N4CCN(C(=O)c5ccccc5)CC4)ncnc32)cc1,6.575,622.522,6,1,5,5.875,117.01
2145,CCNC(=O)C(C)N(c1ccccc1)S(C)(=O)=O,0.839,270.348,3,1,5,0.839,74.86
2984,CC(C)c1noc(CCCn2ccc(-c3ccc(C#N)cc3)n2)n1,3.507,321.376,4,0,6,3.507,80.53
111,N#Cc1nc(-c2ccccc2F)oc1NCC1CCCO1,2.457,287.289,3,1,4,2.457,71.08
183,COc1nccnc1Oc1cc(F)c(CN2CCCC2)c(Cl)c1,3.555,337.776,5,0,5,3.498,47.48
2517,Cc1cc(Br)ccc1NC(=O)C(NS(=O)(=O)c1cccs1)c1ccccc1,4.117,465.384,3,2,6,4.117,111.88
613,O=C(Nc1ccc2nc(N3CCC(N4CCCCC4)CC3)cc(C(=O)O)c2c1)c1ccccc1F,1.33,476.543,5,2,5,3.104,85.77
2637,CCC1CCCCN1C(=O)c1sc2nc(C)nc(N(CC)CC)c2c1C,4.476,374.543,3,0,5,4.475,77.56
3282,COCCn1cc(C(=O)NCc2nc3ccccc3[nH]2)c2ccccc2c1=O,1.262,376.408,4,2,6,1.261,87.32
1706,CCN(CC)C(=O)c1cn(C2CCC23CCN(S(=O)(=O)CC)CC3)nn1,0.987,383.509,5,0,6,0.987,96.78
1557,Cc1nc(O)[nH]c(=O)c1S(=O)(=O)NCC1CCCO1,-0.842,289.308,6,3,4,-0.734,125.47
3373,CC(C)(C)c1nnc2ccc(NC3CCCc4cn(C5CCCC5)nc43)nn12,4.981,379.502,4,1,4,4.945,72.93
1711,Cc1nn(-c2ccccn2)c2c1-c1oncc1CC2,2.462,252.271,3,0,1,2.464,56.74
1178,CC(C)C1(C)N=C(c2nn(C)cc2Br)NC1=O,2.234,299.167,3,1,2,2.232,59.28
2129,COC(=O)c1ccccc1NC(=O)CSc1nnnn1-c1ccc(OCc2ccccc2)cc1,3.859,475.52,8,1,10,3.859,133.53
397,Cn1nccc1C1CN(Cc2noc3c2CC(C)(C)CC3)CCO1,2.548,330.425,4,0,3,2.548,56.32
1291,Cc1cc2c(nc1C)sc1c(=O)n(C(C)C)cnc12,2.653,273.353,3,0,1,2.652,73.8
1630,Cn1ncc(N2CC(O)CC2C2CCCCC2)c(Br)c1=O,1.712,356.258,3,1,2,1.712,56.14
3005,CN(CC1COc2ccccc2O1)C(=O)C1CCC(=O)NC1,0.652,304.341,4,1,3,0.652,67.87
2699,CCCc1cc(NC(=O)c2ccccc2-n2ccnn2)n[nH]1,2.625,296.327,4,2,5,2.369,88.49
1743,CC(C)(C)c1cc(-c2c(O)c3ccc(Cl)cc3[nH]c2=O)cc(C(C)(C)C)c1O,5.416,399.91,3,3,3,4.744,69.56
2136,N#Cc1ccccc1-c1nc2cc(Cl)ccc2c2ccnn12,3.93,304.733,3,0,1,3.939,53.98
2086,COc1ccc(CCNC(=O)C2Cc3ccccc3CN2S(=O)(=O)c2cccs2)cc1OC,3.458,486.604,5,1,8,3.458,121.56
3350,Cc1cccc(NC(=O)NC(C)c2n[nH]c(=O)n2C)n1,0.203,276.294,4,3,3,0.202,98.72
2596,CC1CC(N(C(=O)Nc2ccccc2)c2ccccc2)c2ccccc2N1C(=O)c1ccco1,4.985,451.516,2,1,4,4.985,65.78
571,CCOc1ccccc1NC(=O)c1cc2sccc2n1C,3.691,300.375,2,1,4,3.691,71.5
3495,CCOC(=O)CCCc1nc2cc(N)ccc2n1C,1.941,261.32,3,1,6,2.124,70.14
3076,c1ccc2c(-c3noc4c3CNCC4)cccc2c1,2.756,250.295,2,1,1,2.756,38.06
2677,Cn1ccnc1/C=N/N=c1\[nH]ncc2ccccc12,1.259,252.275,4,1,2,1.409,66.93
2309,c1ccc2c(c1)OCC(c1noc(CCc3c[nH]nn3)n1)O2,1.392,299.285,6,1,4,1.405,98.95
1534,Cc1ccc(S(=O)(=O)N2CCCC(C(=O)Nc3ccc4c(c3)OCCO4)C2)cc1,2.61,416.491,5,1,4,2.61,93.32
3148,CC1=CC[C@@H]2CN(C(=O)c3sc(C(C)C)nc3C)C[C@@H]2C1,3.305,304.45,2,0,2,3.306,61.44
1874,CCc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc(O)cc3)C2)cc1,4.587,421.512,4,2,5,4.588,104.37
356,CC(=O)c1ccc(N2CCOCC2)c(-c2cccc3c2OCC3)c1,2.996,323.386,3,0,3,2.996,38.76
608,CC(C)(C)OC(=O)N1CCC(Nc2nccn3c(Br)cnc23)CC1,1.695,396.282,4,1,4,1.695,71.75
239,CC(C)(C)OC(=O)NCCNC(=O)Cc1cc(=O)oc2cc(O)ccc12,1.627,362.377,6,3,7,1.038,113.96
3387,COc1cc2c(cc1OC)/C(=N\c1ccccc1)N(Cc1ccccc1F)CC2,,390.45,3,0,5,4.911,34.06
2940,CN1C(=O)C2(NCCc3c2[nH]c2ccccc32)c2ccccc21,2.721,303.358,2,2,0,2.721,48.13
2167,Cc1cc2oc(C(=O)N3CCN(C)CC3)c(C)c2cc1C,3.254,286.369,2,0,1,3.254,36.69
1814,Fc1ccccc1C(c1nnc(-c2ccccc2)o1)N1CCc2ccccc2C1,4.978,385.434,3,0,4,4.978,42.16
374,O=C(O)c1ccc2c(c1)NC(=O)c1ccccc1S2(=O)=O,1.517,303.29,5,2,1,0.055,108.92
3291,CCOc1cc(CNCCCN2CCOCC2)cc(Br)c1OCc1ccccc1Cl,4.568,497.853,5,1,11,4.074,42.96
1937,CCCC1(CC(=O)N2CCN(C)CC2)CCOC(C)(C)C1,1.84,296.448,3,0,4,1.67,32.78
1321,CC(=O)N1CCOc2cc(S(=O)(=O)N3CSC[C@@H]3C(=O)NCc3csc(C)n3)c(C)cc21,0.686,496.623,7,1,5,0.686,170.83
1125,CN(C)CCn1c(=N)n(CC(O)c2ccc(Cl)c(Cl)c2)c2ccccc21,3.699,393.31,3,2,6,2.448,53.8
3098,CC1(C)CC(NC(=O)CCCNc2nc(Cl)nc3[nH]cnc23)CC(C)(C)N1,1.338,393.914,5,4,6,0.13,107.62
1527,CC1c2cccn2-c2sc3c(c2CN1C(=O)NC1CCCC1)CCCC3,4.922,369.524,1,1,1,4.922,65.5
2573,COc1ccc(/C=C/c2nc(-c3cccnc3)no2)cc1OC,2.429,309.319,5,0,5,2.433,70.27
2819,Cc1ccc(Nc2cc(C)n3c(=O)[nH]nc3n2)cc1F,2.072,273.266,3,2,2,2.072,69.09
729,Cc1ccc(CCCNC(=O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1C,6.93,395.577,2,2,7,6.929,49.33
2458,CC[C@H](C)[C@@H](CO)NC(=O)c1cc(C)nc(C)c1,1.59,250.337,3,2,5,1.594,62.22
2495,CC(C)c1nc(NCCc2nnc3ccccn23)nc(N(C)C)n1,2.559,326.399,5,1,6,2.359,84.13
1391,c1ccc(-n2ccc3cnc(N4CCCCC4)nc32)nc1,3.315,279.34,3,0,2,3.317,46.84
3121,Cc1cccc(OCC(O)Cn2nc(C)c3c(C)onc3c2=O)c1,1.675,329.35,5,1,5,1.675,88.16
1408,CCn1nc(C)c(CNc2nc(N)nc3nc[nH]c23)n1,0.314,273.297,5,3,4,0.308,123.21
3178,COc1ccc(C)cc1NC(=O)c1cc2ccc3cccnc3c2[nH]1,3.855,331.368,3,2,3,3.855,67.01
2264,CCC(CC)(CC)NC(=O)C1CCN(S(=O)(=O)CC)CC1,1.901,318.475,3,1,7,1.901,74.86
382,O=S(=O)(CC1C(c2ccccc2)N1c1ccccc1)c1ccccc1,4.626,349.446,2,0,5,4.626,45.53
2747,CCc1nn(C)c(Cl)c1CN1CCc2cc(F)c(F)cc21,4.119,311.757,1,0,3,4.119,21.06
1502,COc1ccccc1-c1n[nH]cc1CN1CCCN(S(=O)(=O)c2cn(C)cn2)C(c2ccccc2)CC(=O)NCC1,2.477,577.698,7,2,7,2.449,133.82
2768,C=CCn1c(N)nnc1SC(C)C(=O)NC(N)=O,0.013,270.311,5,3,5,0.169,154.22
3073,NC(=O)c1cccc2c1nc1scc(CN3CCCC3)n12,1.819,300.379,3,1,3,0.592,91.86
1320,Cc1nn(C2CCS(=O)(=O)C2)c2c1C(C(C)C)CC(=O)N2,0.8,311.4,4,1,2,0.768,89.44
2948,CCCC(=O)Nc1cc(C(=O)NC2CCCCC2)ccc1S(=O)(=O)c1ccc(Cl)cc1,4.906,462.989,4,2,7,4.906,100.72
1233,Cc1ccc(CN2CCC(CNC(=O)c3c4c(nc5ccccc35)C(=O)N(C3CCCCC3)C4)C2)cc1,4.986,496.643,4,1,6,3.509,65.54
2236,CCn1c2nc(C)cc(C)c2c(=O)n2c(C(=O)O)nnc12,1.858,287.274,6,1,2,0.388,101.21
3204,COc1cccc(-c2nc3cc(Cl)ccc3c3ccnn23)c1,4.034,309.75,3,0,2,4.043,39.42
681,Nc1cccc(CCC2CCc3ccccc3N2)c1,3.812,252.354,0,2,3,3.812,38.04
2664,CCCN(c1nc2nc(C)c(Cl)c(C)n2n1)S(=O)(=O)c1ccccc1,3.557,379.864,5,0,5,3.556,88.84
1274,COc1cc(=O)[nH]cc1C(=O)N1CCCC(N2CCOCC2)C1,-0.946,321.372,5,1,3,-0.845,71.11
2364,CC(O)CN(Cc1ccc(C(C)(C)C)s1)C1CCS(=O)(=O)CC1,2.743,359.547,4,1,6,1.197,94.23
123,Cc1c(C)n(CCN2CCOCC2)c2ncn3nc(-c4ccc(Cl)cc4Cl)nc3c12,4.102,445.345,5,0,4,4.108,60.48
660,CCOC(=O)C1CCN(c2nc(C)cc(Cl)n2)CC1,2.567,283.754,4,0,4,2.566,55.32
1796,COc1ccc(CN(C(=O)Cn2nnc3ccccc32)C(C(=O)NCCC(C)C)c2ccccc2)cc1,4.832,499.604,5,1,11,4.832,89.35
2579,COc1ccc(N(C)c2cc3n(c(=O)n2)CCc2cc(OC)c(OC)cc2-3)cc1,3.011,393.436,5,0,5,3.01,63.6
2303,O=c1c2c(Cl)cccc2nc([C@@H]2CCCN2)n1-c1cccnc1,2.192,326.78,4,1,2,1.176,57.59
1960,Cc1ccccc1-c1nc2ccccc2cc1C(C)Nc1ncnc(Cl)c1N,5.106,389.881,3,2,4,5.106,76.72
3056,Cc1ccc2c(C)c(C(=O)Nc3ccc4c(c3)NC(=O)C(C)O4)oc2c1,3.456,350.368,3,2,2,3.456,80.57
230,CCc1c[nH]c2ncnc(NCC(Cc3ccccc3)c3ccccn3)c12,4.681,357.452,3,2,7,4.691,66.49
901,COc1cc(OC)cc(N2CCC(N(C)C(=O)Cc3c(N)nc(C)[nH]c3=O)C2)c1,0.13,401.459,5,2,6,0.13,109.49
2794,CS(=O)(=O)c1n[nH]c(-c2ccc(Br)cc2)n1,2.31,302.148,4,1,2,2.31,84.09
765,CCc1cc2c(nc(-c3ccccc3)n3nnnc23)s1,2.486,281.336,4,0,2,2.486,84.21
3079,COCCNc1nc(N2CCCC2)nc2nccnc12,1.072,274.322,5,1,5,1.072,76.06
2853,Cc1cc(C)n2c(CN3CCN(C)C[C@@H]3C(C)C)cnc2n1,2.217,301.43,4,0,3,2.203,36.67
2428,Cc1nnc2n1CC1CCC(C2)N1C(=O)c1cccc2[nH]ccc12,1.73,321.376,3,1,1,1.73,66.81
2815,COC(=O)CN(c1ccccc1OC)S(C)(=O)=O,0.637,273.306,5,0,6,0.637,81.29
1745,Cc1nn2c(-c3ccccc3)c(C#N)nnc2c1-c1ccccc1,3.691,311.34,4,0,2,3.691,66.87
787,COc1cc(=O)[nH]cc1C(=O)N1CCCCC1c1cc[nH]n1,0.033,302.328,4,2,3,0.045,87.32
2149,COC1(c2nc(-c3ccc(Cl)nn3)cs2)CCOCC1,1.824,311.787,5,0,3,1.824,85.37
3243,c1ccc(COc2ccccc2-c2cscn2)cc1,3.799,267.346,2,0,4,3.799,50.36
2752,COC(=O)C1(C(=O)OC)C(CC(=O)c2ccc(Br)cc2)c2cc(N(C)C)ccc2C(c2ccccc2)N1S(=O)(=O)c1ccc(C)cc1,6.612,719.641,7,0,11,6.612,118.66
421,COc1ccc(-n2c(C)c(C)c3nc(OC)ccc32)cc1,4.321,282.337,3,0,3,4.321,36.28
2871,CCN(CCCNC(=O)Nc1cc(Br)cn(C)c1=O)S(C)(=O)=O,-1.245,409.299,4,2,7,-1.245,107.19
1873,COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccc(C4CCN(C(C)=O)CC4)cc3OC)n1)CCCNC2,4.862,551.08,6,3,7,4.862,100.64
3198,O=C(NC1CCN(Cc2cccc3c2OCO3)CC1)c1cc2ccccc2o1,3.095,378.421,4,1,4,3.006,63.94
2138,C=CCO/N=C/c1cn(CC=C)c2ccc(OC)cc12,3.412,270.326,3,0,7,3.412,35.75
798,CN(c1cccc(NC(=O)C(C)(C)C)c1)S(C)(=O)=O,1.613,284.374,3,1,4,1.614,74.86
1870,COc1ccc2ccccc2c1CNCc1ccc(F)cc1,4.048,295.351,2,1,5,3.906,21.26
2007,CCOC(=O)c1cc(C(C)C)sc1NC(=O)c1cc(Cl)ccc1OC,4.528,381.874,4,1,7,4.528,92.87
2571,COc1ccccc1Cn1c(C(=O)NCC2CC2)cc2sccc21,4.169,340.439,2,1,6,4.169,71.5
626,Cc1cc(C)nc(Nn2c(-c3ccccc3)nc3ccccc3c2=O)n1,3.605,343.382,4,1,3,3.6,70.47
495,CC(CCCC(C)(C)O)Cc1[nH]cnc1-c1ccccc1,3.909,286.412,2,2,7,4.909,48.91
2869,O=c1cnnc(Nc2ccc(Br)cc2)[nH]1,1.592,267.082,3,2,2,1.624,65.84
1616,CC(=O)c1cccc(NC(=O)c2ccc(C(C)(C)C)cc2)c1,3.755,295.376,2,1,4,3.755,46.17
1782,Fc1cccc(F)c1COCC1CON=C(c2cccs2)O1,3.456,325.33,4,0,5,3.456,68.29
2206,O=C(CCn1c2c(c3ccccc31)CCn1c-2nc2ccccc2c1=O)N1CCN(Cc2cccnc2)CC1,3.469,518.609,5,0,5,3.347,74.04
1890,O=c1[nH]c(N2CCc3ccccc3C2)nc2ncc3c(c12)CCC3,3.134,318.372,3,1,1,3.135,57.59
790,N[C@@H](CC(=O)N1CCN(C(=O)OCc2ccccc2)CCN1C(=O)c1ccccc1)Cc1cc(F)c(F)cc1F,3.899,554.56,5,1,8,2.974,96.18
2557,CCN(CC)CCCNc1nc(-n2nc(C)cc2C)nc2sc3c(c12)CC(C)(C)OC3,4.073,442.621,5,1,8,2.537,96.34
3028,CCN1CCN(CCCNC(=O)c2oc3ccc4c(c3c2C)C(O)CC(C)(C)O4)CC1,2.497,429.552,5,2,6,1.866,78.18
2414,CC(C)Cc1cc(C(=O)O)c(S(=O)(=O)NC(C)(C)C)s1,2.609,319.44,4,2,6,1.159,120.08
3272,Brc1cccc(-c2cnc3n2CCCCC3)c1,3.909,291.186,1,0,1,3.917,17.82
2276,C(=C/c1nnn(Cc2ccccc2)n1)\c1ccccc1,3.556,262.309,3,0,4,3.556,43.6
3162,O=c1ccc(-n2ccnc2)nn1CC(O)COc1ccc(Oc2ccccc2)cc1,2.472,404.419,6,1,8,2.699,89.18
417,O=c1[nH]nc2c3scc(-c4ccc(F)cc4)c3ncn12,2.469,286.284,3,1,1,2.468,85.3
742,Cc1ccc(Nc2c(-c3cc(Br)ccc3O)nc3ncccn23)c(C)c1,5.7,409.279,3,2,3,5.672,62.45
2127,CCOc1ccc(OCC)c(NC(=O)c2cc3c(Cl)ccc4c3n2CCO4)c1,4.536,400.855,4,1,6,4.536,61.72
1214,CCC(C)NC(=O)c1ccc2c(=O)n(C(C)C)c3nn(CC(=O)Nc4ccc(C(C)C)cc4)c(=O)n3c2c1,4.033,518.607,5,2,8,4.033,114.41
492,CCN(CC)S(=O)(=O)c1ccc(NC(=O)C(C)N(c2ccc(C)c(C)c2)S(C)(=O)=O)cc1,2.854,481.629,5,1,9,2.853,120.61
1909,CC(=O)c1cc(CN2CCOCC2CC(=O)NCCc2ncnn2C)cs1,0.612,391.488,6,1,8,0.612,117.58
1169,CN(C)CCCC(C#N)c1cccc2ccccc12,3.479,252.354,2,0,5,2.328,27.03
2608,CCn1c(=O)c2sccc2n2c(CCCC(=O)NCCc3ccc(S(N)(=O)=O)cc3)nnc12,1.731,488.583,6,2,9,1.731,176.9
1342,NCCN1CCOC(CC(=O)Nc2cc(Cl)cc(Cl)c2)C1=O,0.654,346.209,4,2,5,-0.336,84.66
824,O=C(O)c1nc2nc(C3CC3)cc(C(F)(F)F)n2n1,2.383,272.183,5,1,3,0.912,80.38
2887,CC(C)N(C(=O)COc1nc(Cl)cc(Cl)n1)c1ccccc1,3.871,340.204,4,0,5,3.871,55.32
2870,CCn1ccnc1C(O)c1cc(OC)ccc1OC,1.546,262.304,4,1,5,1.645,56.51
1481,O=C(CN(CCc1ccccc1)S(=O)(=O)c1ccc(Cl)cc1)Nc1ccc2c(c1)OCCO2,3.938,486.968,5,1,8,3.938,93.32
3314,O=c1cc(O)c2sc3nc(-c4cccs4)cc(-c4ccc(F)cc4)c3c2[nH]1,4.54,394.442,3,2,2,3.858,118.7
3305,c1cc2c(cn1)cnn2Cc1nnc2ccc(-n3ncc4cnccc43)nn12,1.143,368.355,7,0,3,1.15,104.5
